id,created_at,retweet_count,source,user_id,user_name,user_description,user_follower_count,user_friends_count,user_location,user_verified,user_url,tweet,length_of_tweet
1321693473808920576,2020-10-29 06:00:54,0,Twitter Web App,1029607015990083584,Shiksha Advisor,Shiksha Advisor is an organization which gives counselling & best career guidance to the great available minds of India for studying in India and Abroad....,241,2125,"Noida, India",False,https://t.co/B1T5iHd3rY,List of Medical Colleges(Govt &amp; Private) in Andhra Pradesh | NEET Counse... https://t.co/z2FLreoj9z via @YouTube,116
1321693129888575488,2020-10-29 05:59:32,0,Twitter for Android,1295037893249908737,NEET ASPIRANT,,4,9,Bharat,False,,"#isupportfrance 
#IStandWithFrance 
#France ❤️ #India 
#IndiaWithFrance 
🇮🇳❤️🇫🇷
I support France
@FRANCE24… https://t.co/XJSyVouGwg",131
1321693057566138368,2020-10-29 05:59:15,0,Twitter for Android,1222362830986309633,mahesh G hande,"How can anyone read history and still trust politicians?
Thomas Sowell",6,34,,False,,"@ANINewsUP How does it matter,the purpose of neet is to get admission in medical college,both of them are going to… https://t.co/uIiGkvgx13",139
1321693003543531520,2020-10-29 05:59:02,0,Twitter for Android,995584005335531521,ashumahore,medico at CIMS CHHINDWARA,70,133,CHhindwara,False,,@jaribooty After neet 2019😶,27
1321692535878676480,2020-10-29 05:57:11,0,Twitter Web App,1321688838377365509,Neelam Agarwal,,0,1,,False,,"@DrRPNishank 
Sir I have the EWS certificate and I am eligible for it. But I didn't knew at the time of registerati… https://t.co/qs158shz8c",140
1321692340658925568,2020-10-29 05:56:24,0,Twitter for Android,1318460124978016256,Balla Gayathri,,0,2,,False,,@SonuSood hello sir my daughter  recently written neet exam for the second time.we are very sure they can get mbbs… https://t.co/s7fSsCkluH,139
1321692078414258176,2020-10-29 05:55:22,0,Twitter Web App,631750051,Isha ghai,Lawyer and Lockdown Hairstylist.,64,388,,False,,We really need to start building a society where we stop correlating age with achievement &amp; marks with excellence.2… https://t.co/nARc08ul22,144
1321691463483187201,2020-10-29 05:52:55,0,Twitter Web App,1321688838377365509,Neelam Agarwal,,0,1,,False,,"@DG_NTA  
Sir/Ma'am I have the EWS certificate and I am eligible for it. But I didn't knew at the time of registera… https://t.co/6MnFPIXN3V",140
1321691213716598784,2020-10-29 05:51:55,0,Twitter Web App,1065594827960655874,KAILASH PRAKASHAN,Fast Forward is a leading company which is providing a quality educational resource to student fraternity right from tiny igniting minds of NEET to JEE aspirant,1,0,,False,,Need Quick Revisions!!!! Go for NEET/ JEE Fast forward. Our Scientific Brain Portrays are India’s best quick revisi… https://t.co/WeTC9HWuiY,140
1321689852392415234,2020-10-29 05:46:31,1,Twitter for Android,1279477890254594051,Every Day A Different Mangá,"Our goal
is to recommend Manga every day that we know and like.

P.S: If you want us to recommend something send us a Message

L.R  / RadVen",26,21,,False,,"A 34 year old guy is evicted from his home for being a NEET and dies shortly afterwards trying to save a couple, Re… https://t.co/9HYtbOiBdZ",140
1321689141717823489,2020-10-29 05:43:41,0,Twitter for Android,1293608358390374401,Khan_farhan_aligarian,"I am a product of AMU and proud to be muslim ,Jo Lohe azal mai likha hai ham dekhenge ....",434,759,"अलीगढ़, भारत",False,,Chief Minister Yogi Adityanath has directed State Chief Secretary to write to National Testing Agency (NTA) for pla… https://t.co/D211JoEGC9,140
1321688854919741441,2020-10-29 05:42:33,0,twittbot.net,2446615538,kagepro ebooks,,25,4,,False,,become a grilled neet,21
1321688106051928064,2020-10-29 05:39:34,0,Twitter for Android,1292880572046483456,RoopkiranRandhawa🦋,"TRENDING NAKHRA..🦋❤
Trust : The only name ੴ  || ਵਾਹਿਗੁਰੂ || ੴ",57,84,,False,,@neet__gill Congratulations Bro😁🔥❤❤,35
1321687489396965376,2020-10-29 05:37:07,1,Twitter for Android,891376411751141376,shyam b agarwal,,9,57,,False,,"After registration in mcc for neet 2020 login is not possible
Mcc to look into it urgently.
Candidates are in high… https://t.co/UuYozlBAvI",139
1321687051050356736,2020-10-29 05:35:23,0,"Cheap Bots, Done Quick!",778305113316143104,LNTitles,,33,0,,False,,My cute crush can't be a NEET!,30
1321687040077885440,2020-10-29 05:35:20,0,Twitter Web App,84512418,digitalLEARNING,Asia and Middle East's Premiere magazine/portal on Innovations in Education! Powered by Elets Technomedia Pvt Ltd @eletsonline.  #DigitalLearning,3810,2161,"Noida, India",False,https://t.co/5lqcJqUhp8,"In a huge relief, the #MedicalCounsellingCommittee (MCC) commenced the online registration process for the first ro… https://t.co/esBfVsziKV",140
1321686779339051009,2020-10-29 05:34:18,0,Twitter for iPhone,968911376184786946,👀,LAZY,221,230,ち,False,https://t.co/jFeN64bzNH,Pro Neet https://t.co/CKAXk8uoFm,32
1321686239330803712,2020-10-29 05:32:09,0,Twitter for Android,1158993730726060033,St.Johns EDUCARE,St. John's EDUCARE is  the best Overseas education consultants in Chennai for sending students to top medical colleges in the http://Philippines.www.stjohnseduc,50,156,,False,https://t.co/xZcEhkDpmm,"Davao Medical School Foundation is the best Medical school for Indian Medical Aspirants. 

MCI approved top-ranked,… https://t.co/UERsQrErrD",140
1321685696810115072,2020-10-29 05:30:00,0,Twitter Web App,1014050465821089793,MedExams Prep,"We are a Team of Highly Dedicated Medical Professionals who are having a passion for Medical Sciences.

Our Team Comprises of Doctors, Academicians,",342,1258,"New Delhi, India",False,https://t.co/b2MTeCW57s,"Topic of the Day. Let's discuss it!
https://t.co/5DHDCpVkjz

NEET PG Preparation
✅ Explanations
✅ Report
✅ Self Ass… https://t.co/08alL4i9kg",140
1321685563678855168,2020-10-29 05:29:28,1,IFTTT,933082366490263552,Yogi Government Updates,Follow us to get regular updates about Yogi Sarkar. Posts are based on News and Media Reports and Government Circulars.,35823,44,"Lucknow, India",False,,"Uttar Pradesh to bear medical education of NEET topper

Speed up construction of highways: CM Shri @myogiadityanath… https://t.co/Sr3TG28LPg",140
1321685442161336322,2020-10-29 05:28:59,0,Twitter Web App,4198938192,Levi's arsehole,"Fujoshi for #Eruri - come for the thirst, stay for the pain. SnK all day. Spoilers.
Obsession: Captain Levi, tch!
Writer. Editor. INFJ. Demi-Pan. She/her Ⓥ 18+",1964,2637,Australia,False,,"NEET Erwin is doing things to me. HELP! Why am I attracted to the idea of an unshaven, baggy pants-wearing former c… https://t.co/NU8ycz37gc",140
1321685400579010624,2020-10-29 05:28:49,0,Twitter for Android,2607231277,Bala,HR consultant working in performance and talent management areas,20,423,"Chennai, Tamil Nadu",False,,"In TN 
- All Engg students with arrears are declared pass.
- All young lawyers are given ₹3000/ mo
- Reservations f… https://t.co/E0xyBLGKG4",140
1321685363384033280,2020-10-29 05:28:41,0,Twitter for Android,1271218758837841920,Federal Merk,If you're back from a ban just let me know cuz I probably wont notice,543,429,505 S Flagler Dr,False,,"@GenubathTweets I just wanna be playing totalwar on taxpayer dollars instead of having an actual job
State sponsored neet",121
1321684274286792704,2020-10-29 05:24:21,0,Twitter Web App,1219016292759302144,@laphroaigautist🀄️,master race baiter,277,1343,United States,False,,@Venndeavour Can't tolerate anti-neet rhetoric,46
1321684175179509760,2020-10-29 05:23:57,0,Twitter for Android,1267861093847691264,Ashley ///RCB❤\\\,Can't believe God blessed me with an angel just like u...,688,657,,False,,@VarunRDCR7 @Abhi24231 @SakshiJaju3 @Jasmine55913551 @__Tasmiya_ @Pranju_22 @_m_kabir_ @pkrina_1010 @_Nia_2604… https://t.co/aNYdzPt6gX,135
1321683979079090177,2020-10-29 05:23:10,0,Twitter for Android,1250087983727800321,Indutestseries,It’s all about Real Tests and Real Results to stay ahead of your competition! @Indutestseries Insta: @indutestseries Facebook: @ Indu Test Series,0,0,"Vododara, India",False,https://t.co/9JjUaV8qZ6,"EID-E-MILAD MUBARAK TO ALL OF YOU.
Stay Safe, Stay Healthy
#Indutestseries #induwhitelabel #induonlinetest #JEE… https://t.co/mnqQv4ur4x",136
1321683917422776320,2020-10-29 05:22:56,0,Twitter for Android,1276972049177559041,Anonymous India🍏,"knowledge, facts , myths,
#AnonymousIndia
#HackThePlanet
#science
DON'T be slave of the system
we are anonymous
#cyberSpace


BE YOUR OWN HERO 
🇮🇳",646,347,Everywhere,False,,"@vismohan Its there own rules NTA
They are breaking there own agency rules i Don't have any problems with this but… https://t.co/INKWaIYBhr",139
1321683613549654018,2020-10-29 05:21:43,0,Twitter Web App,1259048189555912704,Peppy Soul #DC,"18||
Shawmila ❤️ Dua Lipa💗
#TeslaTeen",1186,719,INDIA,False,https://t.co/znQ40rK4Fg,@_wish_02 @Abhi24231 @SakshiJaju3 @Jasmine55913551 @__Tasmiya_ @Pranju_22 @_m_kabir_ @pkrina_1010 @_Nia_2604… https://t.co/qccAkZ3ytO,133
1321683283021713409,2020-10-29 05:20:25,0,Twitter Web App,1065251024879972352,ALLEN Kochi,"ALLEN Career Institute, the most trusted coaching institute for the preparation of JEE (Advanced), JEE(Main), NEET (UG), NTSE, Olympiads, Class 8th to 12th",48,21,"Kochi, India",False,https://t.co/QK1eURxupr,"📚 With ALLEN Digital Best Academics comes with Best Technology 
✅ ALLEN Career Institute announces Leader Course fo… https://t.co/x5XAEdMq6I",140
1321683133327028224,2020-10-29 05:19:49,1,Twitter for Android,1275370510327492609,Rach²⁸❄️ on mf limit,"#LOUIS: Watch your mouth♡ ̷̷ˎˊ˗      19, she/her.     fan account.",2406,1093,India,False,,Is anyone else facing problem with payment of fees for neet counselling or is it just me? I doesn't even show me th… https://t.co/AF602DILhl,140
1321683008760393728,2020-10-29 05:19:19,0,Twitter Web App,1064894063600652289,ALLEN Chennai,"ALLEN Career Institute, the most trusted coaching institute for the preparation of JEE(Advanced), JEE(Main), NEET (UG), NTSE, Olympiads, Class 8th to 12th",94,29,"Chennai, India",False,https://t.co/Qik4Q1ZMk2,"📚 With ALLEN Digital Best Academics comes with Best Technology 
✅ ALLEN Career Institute announces Leader Course fo… https://t.co/ug2GIhvnTy",140
1321682903311347714,2020-10-29 05:18:54,0,Twitter Web App,1263049520549556224,EduXpo360,,2,10,,False,,"Study MBBS In #Russia, Fulfill Desires Of Your Doctor Dreams

https://t.co/8u4bazE7DG

Call Us On: +91 8374641111,… https://t.co/I3ZZFsv3XJ",139
1321682650831024128,2020-10-29 05:17:54,1,Twitter Web App,3109710356,ALLEN Bengaluru,"ALLEN Bengaluru is the top institute for JEE Advanced, JEE Main, KCET, NEET UG, NTSE, Olympiads, PNCF, Class 6th to 12th & 12th Pass",944,41,"Bangalore, India",False,https://t.co/GMhFwDTmr4,"👉With ALLEN Digital Best Academics comes with Best Technology 
👉ALLEN Career Institute announces Leader Course for… https://t.co/e87W1tMdQP",139
1321682345208901635,2020-10-29 05:16:41,0,FS Poster,1215869003878453249,Headline English,Lightning fast discovery of summarised news from all across the internet.,1179,2,"Mumbai, India",False,https://t.co/OBi26ev1W3,"Sidhauli rural student welcomes NEET exams with family members including villagers #neetstudents #sitapur #utta...
https://t.co/54NxjzuFPB",138
1321682248735760384,2020-10-29 05:16:18,0,Twitter for Android,2343911364,Anand Anal,"A Thinker by nature, Banker by profession,  Traveller by passion, Writer by choice,  Nationalist by heart and Human by GOD grace",15,87,"Lucknow, India",False,,@CMOfficeUP @myogiadityanath It's better if you set up a fund for taking care of educational expenses of first 5 or… https://t.co/7FCZHVCYcR,140
1321681970816905217,2020-10-29 05:15:12,0,Twitter for Android,1276972049177559041,Anonymous India🍏,"knowledge, facts , myths,
#AnonymousIndia
#HackThePlanet
#science
DON'T be slave of the system
we are anonymous
#cyberSpace


BE YOUR OWN HERO 
🇮🇳",646,347,Everywhere,False,,"#ArogyaSethuApp
 Yogi Adityanath has directed State Chief Secretary to write to National Testing Agency  for placin… https://t.co/adnvIF5Akt",140
1321681958900912129,2020-10-29 05:15:09,0,Twitter Web App,1232603374861729792,Affinity Education Pvt. Ltd.,We are the pioneers in Education Consultancy for over a decade. We are delighted to extend our services socially & extending client satisfaction!,15,44,Noida and Pune,False,https://t.co/MxEgEq1GEQ,"Low NEET Score? Still, you can get admission in top #MBBScolleges in Ukraine.

One of the most chosen countries by… https://t.co/XA8Hb6MLy6",139
1321681809474613250,2020-10-29 05:14:33,0,Twitter Web App,1047445877298810881,justfornamessake⁷,"🌈💜🤙
she/her       18       fb only if you have pronouns in bio
FUCK HOMOPHOBES AND RACISTS

anticipating BE, kth1 and jjk1",545,903,India,False,,that SC judge when he was asked to postpone JEE and NEET for student safety: https://t.co/I0EGXndSVf,100
1321681681313509377,2020-10-29 05:14:03,0,Twitter Web App,1066082960586108928,EdxPro360,,1,28,"Andhra Pradesh, India",False,https://t.co/5kCCMfpbc9,"Study MBBS In Philippines, Students Are In ""Q"" To Join 
.
.
.
.
.
.
.
.
.

#NEET
#EdxPro
#UVGullas
#EdxPro360… https://t.co/kq1X2yJiLr",134
1321681044991479808,2020-10-29 05:11:31,0,Twitter Web App,1232603374861729792,Affinity Education Pvt. Ltd.,We are the pioneers in Education Consultancy for over a decade. We are delighted to extend our services socially & extending client satisfaction!,15,44,Noida and Pune,False,https://t.co/MxEgEq1GEQ,"Get a chance to enroll in top #medicalcolleges in the world even after Low #NEET Marks.

Want to know how? Call us… https://t.co/WySUClBffH",139
1321681015815897088,2020-10-29 05:11:24,0,Twitter Web App,2912005645,Lee,Where do broken hearts go?,1,9,,False,,"@DG_NTA facing issues during neet ug counseling registration, pharse ""something went wrong"" is been shown.",106
1321681014138175488,2020-10-29 05:11:24,31,Twitter Web App,2587240482,"CM Office, GoUP","Official Twitter handle of Office of Hon. Chief Minister, Uttar Pradesh. माननीय मुख्यमंत्री कार्यालय, उत्तर प्रदेश का आधिकारिक ट्विटर अकाउंट।",3461699,222,Lucknow,True,https://t.co/Bz9X3YIOwl,"Uttar Pradesh to bear medical education of NEET topper

Speed up construction of highways: CM Shri @myogiadityanath… https://t.co/B9zBW8nX02",140
1321680961214410752,2020-10-29 05:11:11,0,Twitter Web App,1283723867953848321,Vijay Kumar Gupta,A passionate Teacher and devout Physiologist. More than 16 years of experience in teaching Physiology Concept based and MCQ based teaching!,26,147,Navi Mumbai,False,https://t.co/tAjV5xNFTF,"#AcePhysiology For PG 2021 - Higher Functions In Neurophysiology

We will discuss the higher functions and memory a… https://t.co/tgo4ttmrh0",140
1321680694091816960,2020-10-29 05:10:07,0,Twitter for Android,283930791,Shahzeb Ahmad,Unapologetic. Muslim. Ex Jamia. Chelsea 💙,415,434,"New Delhi, India",False,,@PigGod_Jasz @HaritaReddy1 @ANINewsUP Its not the first attempt and 2nd attempt. Its the age. The age is the 2nd pa… https://t.co/hzHktwRRn3,140
1321680606565076993,2020-10-29 05:09:46,0,Twitter for Android,1026005042,TrueIndian1819,"Doctor , Thinker ,Proud Indian , Cricket buffoon",19,101,India,False,,"@DrRPNishank
@drharshvardhan
@PMOIndia
Sir My neet roll no is 2001302077. 
During neet counseling when i select quo… https://t.co/B4Pg9uUiiV",140
1321680354919522304,2020-10-29 05:08:46,1,Twitter for Android,783443574738325505,Amorelis Lopez,"If I'm busy, I'm watching anime",12,58,"Greensboro, NC",False,,"Beelzebub, Naruto, Yu Yu Hakusho, Deadman Wonderland, Black Clover, Dragon Ball, Hellsing, Gintama
NEET life… https://t.co/SSM1Hhx1jl",133
1321680327987769345,2020-10-29 05:08:40,0,Twitter for Android,1276931919763120128,Lord Shiva,,11,51,,False,,@DrRPNishank @narendramodi Need neet 2 times NEET,49
1321680222069182468,2020-10-29 05:08:15,0,Twitter Web App,1075440129114804224,AncapPagan 🟨⬛️ (Being Shadowed),"Hi, im ancapPagan. in other words im an Ancap

Founder of Stratagem Oppositioner:

The Campaign to educate the masses by introducing them to anarchist thought.",308,214,America,False,https://t.co/uyQ17sQus1,@OLD_NEET which one? there are like a bajillion police brutality cases,70
1321679712884682753,2020-10-29 05:06:13,0,Twitter Web App,525194421,sidharth,,8,5,,False,,Simple way to eliminate impersonation might be to get candidates to leave thumb prints on attendance sheet or go a… https://t.co/Ya1PNRIh0o,139
1321679303331909632,2020-10-29 05:04:36,0,Twitter Web App,2780455357,gbalasubramanian,Chemical engineer,2,82,"Chennai, India",False,,"@sumanthraman Agreeing with @sumanthraman 
India is going into worst direction 
Last year NEET 
This year JEE main",114
1321679261196046337,2020-10-29 05:04:26,0,Twitter Web App,957875773875998720,Oct 28 - Nov 2nd - AIQ DU MQ NRIQ Registrations,"Our 1stBatch 2-yr-program student ALL🇮🇳1st in XII std CBSE Science 2020 492/500 
NEET2020
#4101101220: 679/720",799,24,,False,,"delay in #NEET2020 state merit lists  
ministry of health has not released merit lists to state universities -?… https://t.co/5uey1J9Uoq",136
1321679139049410560,2020-10-29 05:03:57,0,Twitter for Android,808102308378791936,Viktor Navorski 🏴,"#WorkingClass #ITcoolie #ISAuditor #Dravidian #Tamil

follow panriyaada body sodaa?

Blame my fat fingers for the RTs/likes",230,648,Krakozhia,False,,"With or without #NEET, for Tamil Nadu, 7.5% reservation is much needed one for govt school students. It is clearly… https://t.co/dVqqxO3yAU",139
1321679020195344384,2020-10-29 05:03:28,0,Twitter for Android,1317964550,DEBUGGER,{ 🌏Debugging🌍 The World 🌎 },232,536,in every particle ,False,,@RVCJ_FB I have a friend who attempted all questions in  NEET despite negative markings.. He got 604 scores out of… https://t.co/uM286zOoTK,139
1321678859754893312,2020-10-29 05:02:50,0,Twitter for Android,1317688796402446336,"खुर्शीद आलम""स्नातक""","Farmer,prose writer,poet and social activist",2,28,"Kasia Kushinagar, India",False,,@CoolizzN @sakshijoshii @Naveen_Odisha In different institutions there are different rules. It is probably in IAS e… https://t.co/QmVUBt0j9q,140
1321678838988906496,2020-10-29 05:02:45,0,Twitter for iPhone,1159092246047686661,ひよこ豆,アンサー民です フォローは返します,210,218,,False,,@neet_monster 𝓛𝓞𝓥𝓔...,21
1321678625964355585,2020-10-29 05:01:54,0,Twitter Web App,1351402309,sabareesan,,24,122,,False,,"@jothims @RahulGandhi Harichandra sir,  please speak the truth about 2G,  coal scam,  National Herald,  LTTE,  NEET… https://t.co/gZWUdhveNs",140
1321678136816340992,2020-10-29 04:59:58,0,Twitter Web App,2918649268,THE_DEPRESSED_OLD_NEET,Its that time of year again.,692,1468,ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎,False,,@LivingScribe Thats a big ass bootlicker,40
1321677939264557062,2020-10-29 04:59:10,0,Twitter Web App,2274480878,Trisha Raj,"~she/her
Not salty, man.",278,642,India,False,,"@DrRPNishank Sir, could you please look into the issue students are facing while trying to register online for UG N… https://t.co/h7fnFVibxn",140
1321677849825218560,2020-10-29 04:58:49,0,Twitter for iPhone,1293487443723694081,Juzi❤️,Pride 🔥 || sc -juzars24 artist 🌟 ustad Kuldeep Manak g🌹,181,175,Sorry darling sorry darling,False,https://t.co/QwkIsU1XXQ,@neet__gill 😂😂realy,19
1321677258533171201,2020-10-29 04:56:28,0,Twitter for Android,1281490032948244480,Parneet,Trust on sirf WAHEGURU!!❤💯,506,412,Dil vich❤🤓,False,,@purefolkman 😂😂 leh noice reason,32
1321676866218938368,2020-10-29 04:54:55,0,Twitter for Android,1260456813180473346,Zen,,66,105,Summer to My Spring,False,https://t.co/CoIIdWTR1i,"A NEET.. Out of everything else, WHY. https://t.co/RA3LnPTcMp",61
1321676745414643713,2020-10-29 04:54:26,0,Twitter for Android,817366908,arvind,"Travel, fitness & cricket. Interest: business, economics & politics. SRCC / FMS.",1573,1298,India,False,,"@ANINewsUP Has UP Govt solved all other issues that they have to take up issues like, rank holder placement in NEET results.",124
1321676744240234497,2020-10-29 04:54:26,0,Twitter for Android,1158281447133704192,Raji S Loganathan,"Striving for Social Equality, teacher",26,112,,False,,@ANINewsUP Thing is this wasnt an issue last year ir before that or whenever NEET started becoz toppers belonged to… https://t.co/nJXs1WdZup,140
1321676711168192512,2020-10-29 04:54:18,0,Twitter Web App,2918649268,THE_DEPRESSED_OLD_NEET,Its that time of year again.,692,1468,ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎,False,,"@AncapdeistO Curious tho, what do you think about the current case?",67
1321676694906785792,2020-10-29 04:54:14,0,Twitter for Android,1242533139320156161,Vicky Vishwakarma,#beingbiologist,1,18,,False,,"Please help me i am not able to login even after entering correct roll no. And password for many times
For #neet co… https://t.co/1iDnetGC7S",140
1321676544339701760,2020-10-29 04:53:38,0,Twitter for Android,1266603310590488576,Dharanya Muruganantham,"Silence is better than unnecessary drama✌
Unknown faith😘",2,29,my home,False,,"@CMOTamilNadu மாணவர்கள நல்ல படிசு, நல்ல Marks வாங்க சொல்றத விட்டுடு, பரிசைய ரத்து செய்ய plan பன்றீக
 Knowingly r un… https://t.co/uAAcSpyje1",140
1321676413947162624,2020-10-29 04:53:07,3,Twitter for Android,1579701253,NSUI Meghalaya,"Official Twitter Handle of National Students' Union of India, Meghalaya",3300,89,Meghalaya,True,https://t.co/vVfkC0eMbx,"Yet another victory for NSUI, we managed to convince the Health Department to speed up in giving out forms for MBBS… https://t.co/25I6dF5Nfi",140
